Temperature,Concentration,Viscosity,Boiling Point,Freezing Point,Molecular mass + (u),Ionic radius + (pm),Charge number +,Molecular mass - (u),Ionic radius - (pm),Charge number -,Shielding Effect+,RAC+,Molecular Polarization+,Shielding Effect-,RAC-,Molecular Polarization-,Category,Duration,Cumulative_Hazard,Dielectric
0,0.5,1150,100.03,-0.2,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,401,2.69588375,87.11
0,1,2333.33,100.05,-0.39,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,402,2.694429677,86.41
0,1.5,3550,100.07,-0.58,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,403,2.693038656,85.74
0,2,4800,100.08,-0.77,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,404,2.691669099,85.08
0,2.5,6083.33,100.1,-0.96,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,405,2.690362444,84.45
0,3,7400,100.12,-1.16,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,406,2.689056423,83.82
0,3.5,8750,100.13,-1.35,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,407,2.687792468,83.21
0,4,10133.33,100.15,-1.54,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,408,2.686549813,82.61
0,4.5,11550,100.17,-1.73,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,409,2.685328428,82.02
0,5,13000,100.18,-1.92,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,410,2.684128287,81.44
10,1.2,1564.44,100.06,-0.47,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,411,2.685887298,82.29
10,2.4,2240,100.1,-0.93,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,412,2.682783938,80.79
10,3.6,2654.12,100.14,-1.38,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,413,2.679870049,79.38
10,4.8,2956.19,100.18,-1.84,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,414,2.677062489,78.02
10,6,3200,100.22,-2.3,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,415,2.674381541,76.72
10,7.2,3409.66,100.25,-2.76,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,416,2.671806238,75.47
10,8.4,3597.58,100.29,-3.22,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,417,2.66933628,74.27
10,9.6,3770.81,100.33,-3.68,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,418,2.666950825,73.11
10,10.8,3933.66,100.37,-4.13,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,419,2.664629112,71.98
10,12,4088.89,100.4,-4.59,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,420,2.6623915,70.89
20,1.9,1286.98,100.08,-0.74,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,421,2.676546713,77.77
20,3.8,1578.46,100.14,-1.46,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,422,2.672094548,75.61
20,5.7,1754.19,100.21,-2.19,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,423,2.667958214,73.6
20,7.6,1893.17,100.27,-2.91,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,424,2.664074666,71.71
20,9.5,2015.85,100.33,-3.64,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,425,2.660422314,69.93
20,11.4,2129.88,100.39,-4.36,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,426,2.656959266,68.24
20,13.3,2238.75,100.44,-5.09,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,427,2.653684794,66.64
20,15.2,2344.33,100.5,-5.81,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,428,2.650557355,65.11
20,17.1,2447.65,100.55,-6.54,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,429,2.647596844,63.66
20,19,2549.37,100.61,-7.27,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,430,2.644782326,62.28
30,3.2,1072.43,100.12,-1.23,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,431,2.666457549,72.87
30,6.4,1249.08,100.23,-2.45,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,432,2.659827743,69.64
30,9.6,1381.39,100.33,-3.68,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,433,2.653848422,66.72
30,12.8,1501.35,100.43,-4.9,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,434,2.648413206,64.06
30,16,1616.16,100.52,-6.12,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,435,2.643416936,61.61
30,19.2,1728.32,100.61,-7.34,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,436,2.638836827,59.36
30,22.4,1838.95,100.7,-8.56,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,437,2.634630136,57.29
30,25.6,1948.61,100.79,-9.79,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,438,2.630774825,55.39
30,28.8,2057.61,100.87,-11.01,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,439,2.627228872,53.64
30,32,2166.15,100.95,-12.23,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,440,2.623991041,52.04
40,4.5,888.46,100.17,-1.73,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,441,2.657123095,68.32
40,9,1032,100.31,-3.45,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,442,2.648780652,64.24
40,13.5,1155.41,100.45,-5.17,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,443,2.641502502,60.67
40,18,1273.47,100.58,-6.88,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,444,2.635056596,57.5
40,22.5,1389.34,100.71,-8.6,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,445,2.629335605,54.68
40,27,1504.11,100.82,-10.32,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,446,2.624253965,52.17
40,31.5,1618.24,100.94,-12.04,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,447,2.619747442,49.94
40,36,1731.96,101.05,-13.76,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,448,2.615792941,47.98
40,40.5,1845.41,101.15,-15.48,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,449,2.612327584,46.26
40,45,1958.68,101.25,-17.2,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,450,2.609349439,44.78
50,4.25,714.56,100.16,-1.63,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,451,2.651354195,65.5
50,8.5,821.02,100.3,-3.26,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,452,2.643763311,61.78
50,12.75,913.51,100.43,-4.88,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,453,2.637088305,58.5
50,17,1002.31,100.55,-6.5,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,454,2.631139823,55.57
50,21.25,1089.62,100.67,-8.13,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,455,2.625832068,52.95
50,25.5,1176.16,100.78,-9.75,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,456,2.621080404,50.6
50,29.75,1262.27,100.89,-11.37,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,457,2.616861681,48.51
50,34,1348.1,101,-12.99,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,458,2.613092791,46.64
50,38.25,1433.75,101.1,-14.62,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,459,2.609771807,44.99
50,42.5,1519.28,101.19,-16.24,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,460,2.606856851,43.54
60,4,596.08,100.15,-1.54,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,461,2.645842517,62.8
60,8,678.79,100.28,-3.06,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,462,2.638938521,59.41
60,12,751.02,100.4,-4.59,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,463,2.632843817,56.41
60,16,820.51,100.52,-6.12,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,464,2.627390869,53.72
60,20,888.89,100.64,-7.65,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,465,2.622474681,51.29
60,24,956.7,100.75,-9.18,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,466,2.618072103,49.11
60,28,1024.19,100.85,-10.7,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,467,2.614099983,47.14
60,32,1091.47,100.95,-12.23,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,468,2.610536265,45.37
60,36,1158.62,101.05,-13.76,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,469,2.607359197,43.79
60,40,1225.67,101.14,-15.29,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,470,2.604547304,42.39
70,3.95,514.25,100.15,-1.52,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,471,2.6402202,60.04
70,7.9,582.76,100.28,-3.03,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,472,2.633716526,56.84
70,11.85,643.37,100.4,-4.54,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,473,2.62793768,53.99
70,15.8,701.91,100.52,-6.04,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,474,2.622777883,51.44
70,19.75,759.62,100.63,-7.55,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,475,2.618132638,49.14
70,23.7,816.9,100.74,-9.06,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,476,2.613938806,47.06
70,27.65,873.94,100.84,-10.57,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,477,2.610174125,45.19
70,31.6,930.83,100.94,-12.08,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,478,2.606776484,43.5
70,35.55,987.62,101.03,-13.59,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,479,2.603744464,41.99
70,39.5,1044.33,101.13,-15.1,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,480,2.60105675,40.65
80,3.9,452.02,100.15,-1.5,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,481,2.634853511,57.4
80,7.8,510.23,100.27,-2.99,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,482,2.62870746,54.37
80,11.7,562.24,100.4,-4.48,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,483,2.623263079,51.68
80,15.6,612.64,100.51,-5.97,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,484,2.618374795,49.26
80,19.5,662.38,100.62,-7.46,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,485,2.6139791,47.08
80,23.4,711.8,100.73,-8.95,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,486,2.609993074,45.1
80,27.3,761.02,100.83,-10.44,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,487,2.606414866,43.32
80,31.2,810.13,100.93,-11.93,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,488,2.603182622,41.71
80,35.1,859.16,101.02,-13.41,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,489,2.600295068,40.27
80,39,908.13,101.12,-14.9,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,490,2.597731041,38.99
90,3.8,402.35,100.14,-1.46,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,491,2.629801745,54.91
90,7.6,452.3,100.27,-2.91,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,492,2.624071938,52.08
90,11.4,497.18,100.39,-4.36,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,493,2.618980286,49.56
90,15.2,540.74,100.5,-5.81,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,494,2.614402217,47.29
90,19,583.77,100.61,-7.27,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,495,2.610254596,45.23
90,22.8,626.53,100.71,-8.72,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,496,2.606515311,43.37
90,26.6,669.14,100.81,-10.17,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,497,2.603122432,41.68
90,30.4,711.65,100.91,-11.62,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,498,2.600054583,40.15
90,34.2,754.1,101,-13.07,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,499,2.597310622,38.78
90,38,796.51,101.09,-14.52,22.99,102,1,60.01,200,-2,1,1,1,3,3,3,3,500,2.594849533,37.55
0,3.06,2488.91,100.01,-1.05,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,501,2.68284597,80.82
0,6.12,2609.45,100.72,-2.08,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,502,2.670982665,75.07
0,9.18,2730,101.44,-3.12,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,503,2.660852949,70.14
0,12.24,2850.55,102.16,-4.16,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,504,2.652110393,65.87
0,15.3,2971.09,102.86,-5.2,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,505,2.644578491,62.18
0,18.36,3091.64,103.57,-6.24,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,506,2.638104746,59
0,21.42,3212.18,104.28,-7.27,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,507,2.632580031,56.28
0,24.48,3332.73,104.99,-8.31,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,508,2.627957935,54
0,27.54,3453.27,105.71,-9.35,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,509,2.624152837,52.12
0,30.6,3573.82,106.42,-10.39,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,510,2.62114101,50.63
10,3.12,1304.95,100.03,-1.07,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,511,2.675144306,77.09
10,6.24,1369.33,100.75,-2.12,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,512,2.66368457,71.52
10,9.36,1433.71,101.48,-3.18,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,513,2.653909785,66.75
10,12.48,1498.1,102.2,-4.24,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,514,2.64549587,62.63
10,15.6,1562.48,102.93,-5.3,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,515,2.638267413,59.08
10,18.72,1626.86,103.65,-6.36,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,516,2.632072826,56.03
10,21.84,1691.24,104.38,-7.42,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,517,2.626844171,53.45
10,24.96,1755.62,105.11,-8.47,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,518,2.622454469,51.28
10,28.08,1820,105.84,-9.53,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,519,2.618899546,49.52
10,31.2,1884.38,106.56,-10.59,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,520,2.616095371,48.13
20,3.28,886.24,100.06,-1.12,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,521,2.667444193,73.35
20,6.56,932.09,100.87,-2.23,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,522,2.656099326,67.82
20,9.84,977.94,101.59,-3.35,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,523,2.646495154,63.12
20,13.12,1023.78,102.35,-4.46,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,524,2.638308082,59.1
20,16.4,1069.63,103.11,-5.57,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,525,2.631302061,55.65
20,19.68,1115.48,103.88,-6.68,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,526,2.625407101,52.74
20,22.96,1161.33,104.64,-7.8,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,527,2.620413838,50.27
20,26.24,1207.18,105.4,-8.91,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,528,2.616357504,48.26
20,29.52,1253.03,106.17,-10.02,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,529,2.613112931,46.65
20,32.8,1298.88,106.93,-11.13,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,530,2.61065699,45.43
30,3.36,670.93,100.08,-1.15,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,531,2.660442819,69.94
30,6.72,706.44,100.82,-2.29,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,532,2.649434013,64.56
30,10.08,741.95,101.64,-3.43,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,533,2.640138805,60
30,13.44,777.46,102.43,-4.57,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,534,2.632235121,56.11
30,16.8,812.98,103.21,-5.71,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,535,2.625528513,52.8
30,20.16,848.49,103.99,-6.85,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,536,2.619868592,50
30,23.52,884,104.77,-7.99,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,537,2.615168032,47.67
30,26.88,919.51,105.55,-9.13,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,538,2.6113412,45.77
30,30.24,955.02,106.33,-10.26,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,539,2.608344076,44.28
30,33.6,990.54,107.12,-11.4,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,540,2.606113556,43.17
40,3.44,540.05,100.1,-1.17,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,541,2.653766607,66.68
40,6.88,569.28,100.9,-2.34,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,542,2.643090977,61.45
40,10.32,598.51,101.7,-3.51,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,543,2.634122536,57.04
40,13.76,627.74,102.5,-4.68,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,544,2.626500012,53.28
40,17.2,656.97,103.3,-5.84,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,545,2.620070522,50.1
40,20.64,686.2,104.1,-7.01,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,546,2.614664181,47.42
40,24.08,715.42,104.9,-8.18,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,547,2.610214361,45.21
40,27.52,744.65,105.7,-9.34,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,548,2.606615759,43.42
40,30.96,773.88,106.5,-10.51,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,549,2.603844805,42.04
40,34.4,803.11,107.3,-11.68,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,550,2.601898869,41.07
50,3.52,452.09,100.12,-1.2,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,551,2.647413197,63.57
50,7.04,477.09,100.94,-2.4,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,552,2.63706798,58.49
50,10.56,502.1,101.76,-3.59,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,553,2.628403573,54.22
50,14.08,527.1,102.58,-4.78,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,554,2.621080404,50.6
50,17.6,552.11,103.39,-5.98,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,555,2.614906017,47.54
50,21.12,577.11,104.21,-7.17,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,556,2.609751692,44.98
50,24.64,602.12,105.03,-8.37,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,557,2.605531122,42.88
50,28.16,627.13,105.85,-9.56,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,558,2.602179636,41.21
50,31.68,652.13,106.67,-10.75,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,559,2.599613751,39.93
50,35.2,677.14,107.49,-11.95,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,560,2.597811129,39.03
50,3.65,389.21,100.15,-1.25,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,561,2.641237849,60.54
60,7.3,411.48,101,-2.48,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,562,2.631099265,55.55
60,10.95,433.76,101.85,-3.72,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,563,2.622676812,51.39
60,14.6,456.04,102.7,-4.96,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,564,2.615571182,47.87
60,18.25,478.31,103.55,-6.2,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,565,2.609651123,44.93
60,21.9,500.59,104.39,-7.44,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,566,2.604748053,42.49
60,25.55,522.87,105.24,-8.67,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,567,2.600796149,40.52
60,29.2,545.15,106.08,-9.91,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,568,2.597690998,38.97
60,32.85,567.42,106.94,-11.15,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,569,2.595409576,37.83
60,36.5,589.7,107.79,-12.39,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,570,2.593869749,37.06
70,3.7,341.42,100.16,-1.26,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,571,2.634366172,57.16
70,7.4,361.22,101,-2.52,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,572,2.625832068,52.95
70,11.1,381.01,101.88,-3.77,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,573,2.617729093,48.94
70,14.8,400.81,102.74,-5.03,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,574,2.610938702,45.57
70,18.5,420.6,103.6,-6.28,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,575,2.605270073,42.75
70,22.2,440.4,104.46,-7.54,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,576,2.600595705,40.42
70,25.9,460.19,105.32,-8.79,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,577,2.596850241,38.55
70,29.6,479.98,106.19,-10.05,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,578,2.593929725,37.09
70,33.3,499.78,107.05,-11.3,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,579,2.591811409,36.03
70,37,519.57,107.91,-12.56,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,580,2.59041347,35.33
80,3.75,304.14,100.16,-1.28,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,581,2.63018688,55.1
80,7.5,322,101.04,-2.55,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,582,2.620837997,50.48
80,11.25,339.86,101.92,-3.82,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,583,2.613032371,46.61
80,15,357.71,102.79,-5.1,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,584,2.606515311,43.37
80,18.75,375.57,103.66,-6.37,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,585,2.601096845,40.67
80,22.5,393.43,104.53,-7.64,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,586,2.596670114,38.46
80,26.25,411.29,105.41,-8.91,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,587,2.593110171,36.68
80,30,429.14,106.28,-10.18,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,588,2.590034159,35.14
80,33.75,447,107.15,-11.46,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,589,2.588397771,34.32
80,37.5,464.86,108.02,-12.73,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,590,2.587141249,33.69
90,3.8,274.24,100.18,-1.3,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,591,2.625103595,52.59
90,7.6,290.55,101.07,-2.59,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,592,2.616055045,48.11
90,11.4,306.85,101.95,-3.87,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,593,2.608585328,44.4
90,15.2,323.16,102.84,-5.16,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,594,2.602340088,41.29
90,19,339.46,103.72,-6.45,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,595,2.59715048,38.7
90,22.8,355.76,104.6,-7.74,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,596,2.592930304,36.59
90,26.6,372.07,105.49,-9.03,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,597,2.589555109,34.9
90,30.4,388.37,106.37,-10.32,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,598,2.586981734,33.61
90,34.2,404.67,107.26,-11.61,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,599,2.585148021,32.69
90,38,420.98,108.14,-12.9,22.99,102,1,34.45,181,-1,1,1,1,1,1,1,1,600,2.584032485,32.13
